1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,
1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,
1038,1038,1038,1038,1038,351,351,351,1038,351,351,351,351,351,1038,
1038,351,351,351,351,351,351,351,351,351,351,351,351,351,1038,
1038,351,351,351,351,351,351,351,351,351,351,351,1038,1038,1038,
1038,351,351,351,351,351,1038,1038,1038,450,351,351,351,351,1038,
1038,351,351,351,351,351,1038,1038,1038,351,351,351,351,351,1038,
1038,351,351,351,351,351,351,351,351,351,351,351,351,351,1038,
1038,351,351,351,351,351,351,351,351,351,351,351,351,351,1038,
1038,351,351,351,351,351,1038,351,351,351,351,351,351,351,1038,
1038,351,351,351,351,351,351,351,351,351,351,1038,351,351,1038,
1038,351,351,1038,351,351,351,351,351,351,351,351,351,351,1038,
1038,351,1041,351,351,351,351,351,351,351,351,351,1038,1038,1038,
1038,351,351,351,351,351,351,351,351,351,351,351,351,351,1038,
1038,1038,1038,1038,1048,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,
