1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,
1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,
1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,
1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,
1953,1953,1953,1953,1953,1953,1953,1953,1953,8967,1953,1953,1953,1953,1953,
1953,1953,1953,1953,1953,1953,1953,1953,1953,9067,1953,1953,1953,1953,1953,
1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,
1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,
1953,1953,1953,1953,1953,1953,3602,1953,1953,1953,1953,1953,1953,1953,1953,
1953,1953,1953,1953,1953,1953,3702,1953,1953,1953,1953,3510,1953,1953,1953,
1953,1953,1953,3312,1953,1953,1953,1953,1953,1953,1953,3610,1953,1953,1953,
1953,1062,1063,3412,1953,1953,1953,1953,1953,1953,1953,1953,1064,1064,1953,
1953,1162,1163,1953,1953,1953,1953,1953,1953,1953,1953,1953,1164,1164,1953,
1953,1953,1953,5559,5560,5561,1953,1953,1953,1953,1953,1953,1953,1953,1953,
1953,1953,1953,5659,5660,5661,1953,1953,1953,1953,1953,1953,1953,1953,1953,
