1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,
1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,
1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,
1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,9154,9155,1038,
1038,1038,1038,1038,1038,1038,1038,1038,1038,8967,1038,1038,1038,1038,1038,
1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,
1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,
1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,
1038,1038,1038,1038,1038,1038,3602,1038,1038,1038,1038,1038,1038,1038,1038,
1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,3510,1038,1038,1038,
1038,1038,1038,3312,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,
1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1064,1064,1038,
1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1753,1038,1038,
1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,
1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,
