1960,454,454,454,454,454,454,454,454,454,454,454,454,454,1960,
1960,554,554,554,554,554,554,554,554,554,554,554,554,554,1960,
1960,2655,2655,2655,2655,2655,2655,2655,2655,2655,2655,2655,2655,2655,1960,
1960,2655,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,1960,
1960,2655,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,1960,
1960,2655,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,1960,
1960,2655,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,1960,
1960,2655,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,1960,
1960,2655,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,1960,
1960,2655,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,1960,
1960,2655,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,1960,
1960,2655,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,1960,
1960,2655,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,1960,
1960,2655,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,1960,
1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,
